sample_id,v_A,v_B,mechanism,reserve_regime,reserve,bid_A,bid_B,winner,no_allocation,payment,winner_value,winner_utility,user_compensation,highest_value_platform,highest_value_platform_won,allocative_efficiency,efficient_given_allocation
9,0.23759987295431606,0.023594128894156463,second_price,portable,0.2,0.23759987295431606,0.023594128894156463,A,False,0.2,0.23759987295431606,0.03759987295431605,0.2,A,True,1.0,1.0
10,0.20265514445609456,0.6607414494941878,second_price,portable,0.2,0.20265514445609456,0.6607414494941878,B,False,0.20265514445609456,0.6607414494941878,0.4580863050380932,0.20265514445609456,B,True,1.0,1.0
11,0.8077555902441371,0.42317148692289663,second_price,portable,0.2,0.8077555902441371,0.42317148692289663,A,False,0.42317148692289663,0.8077555902441371,0.3845841033212405,0.42317148692289663,A,True,1.0,1.0
12,0.22397886182321647,0.059241648613108655,second_price,portable,0.2,0.22397886182321647,0.059241648613108655,A,False,0.2,0.22397886182321647,0.023978861823216457,0.2,A,True,1.0,1.0
13,0.34684481302478287,0.7393842425706972,second_price,portable,0.2,0.34684481302478287,0.7393842425706972,B,False,0.34684481302478287,0.7393842425706972,0.39253942954591436,0.34684481302478287,B,True,1.0,1.0
14,0.19484209792223206,0.6726955621360392,second_price,portable,0.2,0.19484209792223206,0.6726955621360392,B,False,0.2,0.6726955621360392,0.4726955621360392,0.2,B,True,1.0,1.0
15,0.7311453587000503,0.5675944114113629,second_price,portable,0.2,0.7311453587000503,0.5675944114113629,A,False,0.5675944114113629,0.7311453587000503,0.16355094728868735,0.5675944114113629,A,True,1.0,1.0
16,0.7755902320148101,0.26410642340273816,second_price,portable,0.2,0.7755902320148101,0.26410642340273816,A,False,0.26410642340273816,0.7755902320148101,0.511483808612072,0.26410642340273816,A,True,1.0,1.0
17,0.07722556088821719,0.5053263824920392,second_price,portable,0.2,0.07722556088821719,0.5053263824920392,B,False,0.2,0.5053263824920392,0.3053263824920392,0.2,B,True,1.0,1.0
18,0.4002450162910588,0.2932002694562976,second_price,portable,0.2,0.4002450162910588,0.2932002694562976,A,False,0.2932002694562976,0.4002450162910588,0.10704474683476117,0.2932002694562976,A,True,1.0,1.0
19,0.6838680097814209,0.9149490986939306,second_price,portable,0.2,0.6838680097814209,0.9149490986939306,B,False,0.6838680097814209,0.9149490986939306,0.23108108891250967,0.6838680097814209,B,True,1.0,1.0
20,0.3152329886058217,0.8145098362535278,second_price,portable,0.2,0.3152329886058217,0.8145098362535278,B,False,0.3152329886058217,0.8145098362535278,0.4992768476477061,0.3152329886058217,B,True,1.0,1.0
21,0.5343808044205921,0.5866383287178556,second_price,portable,0.2,0.5343808044205921,0.5866383287178556,B,False,0.5343808044205921,0.5866383287178556,0.05225752429726349,0.5343808044205921,B,True,1.0,1.0
22,0.4059833023740095,0.16300091792777804,second_price,portable,0.2,0.4059833023740095,0.16300091792777804,A,False,0.2,0.4059833023740095,0.20598330237400947,0.2,A,True,1.0,1.0
23,0.6650345627678655,0.38146608218300726,second_price,portable,0.2,0.6650345627678655,0.38146608218300726,A,False,0.38146608218300726,0.6650345627678655,0.2835684805848583,0.38146608218300726,A,True,1.0,1.0
24,0.08848372825246464,0.7315382885347909,second_price,portable,0.2,0.08848372825246464,0.7315382885347909,B,False,0.2,0.7315382885347909,0.5315382885347908,0.2,B,True,1.0,1.0
25,0.9140533009488766,0.06732560405381482,second_price,portable,0.2,0.9140533009488766,0.06732560405381482,A,False,0.2,0.9140533009488766,0.7140533009488765,0.2,A,True,1.0,1.0
26,0.13178253397002204,0.13460778218998248,second_price,portable,0.2,0.13178253397002204,0.13460778218998248,None,True,0.0,0.0,0.0,0.0,B,False,0.0,
27,0.626766435067227,0.4296985630938005,second_price,portable,0.2,0.626766435067227,0.4296985630938005,A,False,0.4296985630938005,0.626766435067227,0.19706787197342646,0.4296985630938005,A,True,1.0,1.0
28,0.9004857821498226,0.17737701781677628,second_price,portable,0.2,0.9004857821498226,0.17737701781677628,A,False,0.2,0.9004857821498226,0.7004857821498225,0.2,A,True,1.0,1.0
29,0.4076563484627981,0.9288983128083946,second_price,portable,0.2,0.4076563484627981,0.9288983128083946,B,False,0.4076563484627981,0.9288983128083946,0.5212419643455966,0.4076563484627981,B,True,1.0,1.0
30,0.42852101519318553,0.951253876338505,second_price,portable,0.2,0.42852101519318553,0.951253876338505,B,False,0.42852101519318553,0.951253876338505,0.5227328611453195,0.42852101519318553,B,True,1.0,1.0
31,0.6009920797114758,0.591882981797754,second_price,portable,0.2,0.6009920797114758,0.591882981797754,A,False,0.591882981797754,0.6009920797114758,0.00910909791372183,0.591882981797754,A,True,1.0,1.0
32,0.2785894008878472,0.106485274833509,second_price,portable,0.2,0.2785894008878472,0.106485274833509,A,False,0.2,0.2785894008878472,0.07858940088784722,0.2,A,True,1.0,1.0
33,0.418756256053618,0.19416345590904027,second_price,portable,0.2,0.418756256053618,0.19416345590904027,A,False,0.2,0.418756256053618,0.21875625605361798,0.2,A,True,1.0,1.0
34,0.724751702526013,0.8162249911435105,second_price,portable,0.2,0.724751702526013,0.8162249911435105,B,False,0.724751702526013,0.8162249911435105,0.0914732886174976,0.724751702526013,B,True,1.0,1.0
35,0.4429224945804916,0.16579307663144371,second_price,portable,0.2,0.4429224945804916,0.16579307663144371,A,False,0.2,0.4429224945804916,0.2429224945804916,0.2,A,True,1.0,1.0
36,0.38452406937235784,0.8356644625263204,second_price,portable,0.2,0.38452406937235784,0.8356644625263204,B,False,0.38452406937235784,0.8356644625263204,0.4511403931539626,0.38452406937235784,B,True,1.0,1.0
37,0.6998615957473938,0.4049082273314234,second_price,portable,0.2,0.6998615957473938,0.4049082273314234,A,False,0.4049082273314234,0.6998615957473938,0.2949533684159704,0.4049082273314234,A,True,1.0,1.0
38,0.23240167622945007,0.1587423826577613,second_price,portable,0.2,0.23240167622945007,0.1587423826577613,A,False,0.2,0.23240167622945007,0.03240167622945006,0.2,A,True,1.0,1.0
39,0.405368598786786,0.1982357080265129,second_price,portable,0.2,0.405368598786786,0.1982357080265129,A,False,0.2,0.405368598786786,0.20536859878678598,0.2,A,True,1.0,1.0
40,0.03772129075573061,0.019032290084365577,second_price,portable,0.2,0.03772129075573061,0.019032290084365577,None,True,0.0,0.0,0.0,0.0,A,False,0.0,
41,0.1553395307721922,0.0704296195134414,second_price,portable,0.2,0.1553395307721922,0.0704296195134414,None,True,0.0,0.0,0.0,0.0,A,False,0.0,
42,0.7501494956984296,0.4841316306754856,second_price,portable,0.2,0.7501494956984296,0.4841316306754856,A,False,0.4841316306754856,0.7501494956984296,0.266017865022944,0.4841316306754856,A,True,1.0,1.0
43,0.6269060280270113,0.469258517145114,second_price,portable,0.2,0.6269060280270113,0.469258517145114,A,False,0.469258517145114,0.6269060280270113,0.15764751088189732,0.469258517145114,A,True,1.0,1.0
44,0.46336124347985885,0.2647605527335787,second_price,portable,0.2,0.46336124347985885,0.2647605527335787,A,False,0.2647605527335787,0.46336124347985885,0.19860069074628017,0.2647605527335787,A,True,1.0,1.0
45,0.15983631864129877,0.2090470250860612,second_price,portable,0.2,0.15983631864129877,0.2090470250860612,B,False,0.2,0.2090470250860612,0.0090470250860612,0.2,B,True,1.0,1.0
46,0.2670505297881891,0.47172647145780877,second_price,portable,0.2,0.2670505297881891,0.47172647145780877,B,False,0.2670505297881891,0.47172647145780877,0.20467594166961967,0.2670505297881891,B,True,1.0,1.0
47,0.06444749345274259,0.11027417828935682,second_price,portable,0.2,0.06444749345274259,0.11027417828935682,None,True,0.0,0.0,0.0,0.0,B,False,0.0,
48,0.3017976870139021,0.638663242670801,second_price,portable,0.2,0.3017976870139021,0.638663242670801,B,False,0.3017976870139021,0.638663242670801,0.3368655556568989,0.3017976870139021,B,True,1.0,1.0
49,0.3653406416461371,0.2245579634639171,second_price,portable,0.2,0.3653406416461371,0.2245579634639171,A,False,0.2245579634639171,0.3653406416461371,0.14078267818222,0.2245579634639171,A,True,1.0,1.0
50,0.09647612724101828,0.2617953082161466,second_price,portable,0.2,0.09647612724101828,0.2617953082161466,B,False,0.2,0.2617953082161466,0.061795308216146594,0.2,B,True,1.0,1.0
51,0.7195383596898848,0.8097188924873302,second_price,portable,0.2,0.7195383596898848,0.8097188924873302,B,False,0.7195383596898848,0.8097188924873302,0.09018053279744542,0.7195383596898848,B,True,1.0,1.0
52,0.717874054189142,0.02808203536499576,second_price,portable,0.2,0.717874054189142,0.02808203536499576,A,False,0.2,0.717874054189142,0.517874054189142,0.2,A,True,1.0,1.0
53,0.5202920087686641,0.09169046326970276,second_price,portable,0.2,0.5202920087686641,0.09169046326970276,A,False,0.2,0.5202920087686641,0.3202920087686641,0.2,A,True,1.0,1.0
54,0.23393970417537202,0.9478964016187994,second_price,portable,0.2,0.23393970417537202,0.9478964016187994,B,False,0.23393970417537202,0.9478964016187994,0.7139566974434274,0.23393970417537202,B,True,1.0,1.0
55,0.006441810491450206,0.7060335205998017,second_price,portable,0.2,0.006441810491450206,0.7060335205998017,B,False,0.2,0.7060335205998017,0.5060335205998017,0.2,B,True,1.0,1.0
56,0.08624538641604629,0.06483897989437937,second_price,portable,0.2,0.08624538641604629,0.06483897989437937,None,True,0.0,0.0,0.0,0.0,A,False,0.0,
57,0.8181972760510281,0.47114488884807315,second_price,portable,0.2,0.8181972760510281,0.47114488884807315,A,False,0.47114488884807315,0.8181972760510281,0.34705238720295495,0.47114488884807315,A,True,1.0,1.0
58,0.9957892620936898,0.5893853697796331,second_price,portable,0.2,0.9957892620936898,0.5893853697796331,A,False,0.5893853697796331,0.9957892620936898,0.4064038923140567,0.5893853697796331,A,True,1.0,1.0
59,0.5043578180040955,0.7610882257608064,second_price,portable,0.2,0.5043578180040955,0.7610882257608064,B,False,0.5043578180040955,0.7610882257608064,0.25673040775671085,0.5043578180040955,B,True,1.0,1.0
60,0.020606969717641532,0.8678396099701178,second_price,portable,0.2,0.020606969717641532,0.8678396099701178,B,False,0.2,0.8678396099701178,0.6678396099701178,0.2,B,True,1.0,1.0
61,0.38187731555058224,0.7574893233216354,second_price,portable,0.2,0.38187731555058224,0.7574893233216354,B,False,0.38187731555058224,0.7574893233216354,0.3756120077710532,0.38187731555058224,B,True,1.0,1.0
62,0.25434951526155236,0.6710486332650423,second_price,portable,0.2,0.25434951526155236,0.6710486332650423,B,False,0.25434951526155236,0.6710486332650423,0.4166991180034899,0.25434951526155236,B,True,1.0,1.0
63,0.2290899522751032,0.8148285937286047,second_price,portable,0.2,0.2290899522751032,0.8148285937286047,B,False,0.2290899522751032,0.8148285937286047,0.5857386414535015,0.2290899522751032,B,True,1.0,1.0
64,0.19335077834514725,0.27596454331330456,second_price,portable,0.2,0.19335077834514725,0.27596454331330456,B,False,0.2,0.27596454331330456,0.07596454331330454,0.2,B,True,1.0,1.0
65,0.567331467399038,0.01917124551114613,second_price,portable,0.2,0.567331467399038,0.01917124551114613,A,False,0.2,0.567331467399038,0.36733146739903794,0.2,A,True,1.0,1.0
66,0.19679656467450124,0.1742618837505322,second_price,portable,0.2,0.19679656467450124,0.1742618837505322,None,True,0.0,0.0,0.0,0.0,A,False,0.0,
67,0.9456230239434079,0.5676073803401404,second_price,portable,0.2,0.9456230239434079,0.5676073803401404,A,False,0.5676073803401404,0.9456230239434079,0.37801564360326756,0.5676073803401404,A,True,1.0,1.0
68,0.29590869585549007,0.40582544387423714,second_price,portable,0.2,0.29590869585549007,0.40582544387423714,B,False,0.29590869585549007,0.40582544387423714,0.10991674801874707,0.29590869585549007,B,True,1.0,1.0
69,0.9752764541006941,0.5618623347954564,second_price,portable,0.2,0.9752764541006941,0.5618623347954564,A,False,0.5618623347954564,0.9752764541006941,0.41341411930523764,0.5618623347954564,A,True,1.0,1.0
70,0.5897535250897081,0.948177758077408,second_price,portable,0.2,0.5897535250897081,0.948177758077408,B,False,0.5897535250897081,0.948177758077408,0.3584242329876999,0.5897535250897081,B,True,1.0,1.0
71,0.6186950465413095,0.19651006462736653,second_price,portable,0.2,0.6186950465413095,0.19651006462736653,A,False,0.2,0.6186950465413095,0.41869504654130946,0.2,A,True,1.0,1.0
72,0.271018445992553,0.3893651243819318,second_price,portable,0.2,0.271018445992553,0.3893651243819318,B,False,0.271018445992553,0.3893651243819318,0.11834667838937885,0.271018445992553,B,True,1.0,1.0
73,0.933096061653582,0.09907321797660473,second_price,portable,0.2,0.933096061653582,0.09907321797660473,A,False,0.2,0.933096061653582,0.733096061653582,0.2,A,True,1.0,1.0
74,0.9093607669072473,0.3921001611872541,second_price,portable,0.2,0.9093607669072473,0.3921001611872541,A,False,0.3921001611872541,0.9093607669072473,0.5172606057199932,0.3921001611872541,A,True,1.0,1.0
75,0.3480878179007777,0.9073102291241408,second_price,portable,0.2,0.3480878179007777,0.9073102291241408,B,False,0.3480878179007777,0.9073102291241408,0.5592224112233631,0.3480878179007777,B,True,1.0,1.0
76,0.18768400688112574,0.7020442188877447,second_price,portable,0.2,0.18768400688112574,0.7020442188877447,B,False,0.2,0.7020442188877447,0.5020442188877448,0.2,B,True,1.0,1.0
77,0.4147451616912261,0.20076075972705443,second_price,portable,0.2,0.4147451616912261,0.20076075972705443,A,False,0.20076075972705443,0.4147451616912261,0.21398440196417168,0.20076075972705443,A,True,1.0,1.0
78,0.7223604420938846,0.5108443454132371,second_price,portable,0.2,0.7223604420938846,0.5108443454132371,A,False,0.5108443454132371,0.7223604420938846,0.21151609668064753,0.5108443454132371,A,True,1.0,1.0
79,0.29386378189372,0.790970573768632,second_price,portable,0.2,0.29386378189372,0.790970573768632,B,False,0.29386378189372,0.790970573768632,0.497106791874912,0.29386378189372,B,True,1.0,1.0
80,0.7273752974568529,0.463095489801703,second_price,portable,0.2,0.7273752974568529,0.463095489801703,A,False,0.463095489801703,0.7273752974568529,0.2642798076551499,0.463095489801703,A,True,1.0,1.0
81,0.15804963906187908,0.71883464250143,second_price,portable,0.2,0.15804963906187908,0.71883464250143,B,False,0.2,0.71883464250143,0.5188346425014301,0.2,B,True,1.0,1.0
82,0.8846803589218445,0.0357694458939688,second_price,portable,0.2,0.8846803589218445,0.0357694458939688,A,False,0.2,0.8846803589218445,0.6846803589218444,0.2,A,True,1.0,1.0
83,0.5367307084391796,0.677909043295985,second_price,portable,0.2,0.5367307084391796,0.677909043295985,B,False,0.5367307084391796,0.677909043295985,0.14117833485680542,0.5367307084391796,B,True,1.0,1.0
84,0.039955226591254944,0.8461838671180197,second_price,portable,0.2,0.039955226591254944,0.8461838671180197,B,False,0.2,0.8461838671180197,0.6461838671180198,0.2,B,True,1.0,1.0
85,0.5721695151294799,0.8616996087117331,second_price,portable,0.2,0.5721695151294799,0.8616996087117331,B,False,0.5721695151294799,0.8616996087117331,0.28953009358225323,0.5721695151294799,B,True,1.0,1.0
86,0.6812189295189374,0.13900939131425294,second_price,portable,0.2,0.6812189295189374,0.13900939131425294,A,False,0.2,0.6812189295189374,0.48121892951893736,0.2,A,True,1.0,1.0
87,0.31823347404044333,0.6302287101797365,second_price,portable,0.2,0.31823347404044333,0.6302287101797365,B,False,0.31823347404044333,0.6302287101797365,0.31199523613929314,0.31823347404044333,B,True,1.0,1.0
88,0.13520230403557,0.541275434221177,second_price,portable,0.2,0.13520230403557,0.541275434221177,B,False,0.2,0.541275434221177,0.34127543422117695,0.2,B,True,1.0,1.0
89,0.8794084336523541,0.4721348201403648,second_price,portable,0.2,0.8794084336523541,0.4721348201403648,A,False,0.4721348201403648,0.8794084336523541,0.4072736135119893,0.4721348201403648,A,True,1.0,1.0
90,0.8189660349316603,0.5897106283196755,second_price,portable,0.2,0.8189660349316603,0.5897106283196755,A,False,0.5897106283196755,0.8189660349316603,0.22925540661198485,0.5897106283196755,A,True,1.0,1.0
91,0.42795179330678346,0.30671540810785336,second_price,portable,0.2,0.42795179330678346,0.30671540810785336,A,False,0.30671540810785336,0.42795179330678346,0.1212363851989301,0.30671540810785336,A,True,1.0,1.0
92,0.8868044478195107,0.5787793745941794,second_price,portable,0.2,0.8868044478195107,0.5787793745941794,A,False,0.5787793745941794,0.8868044478195107,0.30802507322533135,0.5787793745941794,A,True,1.0,1.0
93,0.5673754064923058,0.974302383183546,second_price,portable,0.2,0.5673754064923058,0.974302383183546,B,False,0.5673754064923058,0.974302383183546,0.4069269766912402,0.5673754064923058,B,True,1.0,1.0
94,0.7537777741335977,0.03303588659277035,second_price,portable,0.2,0.7537777741335977,0.03303588659277035,A,False,0.2,0.7537777741335977,0.5537777741335976,0.2,A,True,1.0,1.0
95,0.6843112001490067,0.25707414220332214,second_price,portable,0.2,0.6843112001490067,0.25707414220332214,A,False,0.25707414220332214,0.6843112001490067,0.42723705794568456,0.25707414220332214,A,True,1.0,1.0
96,0.10049008514252944,0.3300839270378466,second_price,portable,0.2,0.10049008514252944,0.3300839270378466,B,False,0.2,0.3300839270378466,0.1300839270378466,0.2,B,True,1.0,1.0
97,0.06240735113539664,0.5470344565126419,second_price,portable,0.2,0.06240735113539664,0.5470344565126419,B,False,0.2,0.5470344565126419,0.3470344565126419,0.2,B,True,1.0,1.0
98,0.24616766841629356,0.8929253521721466,second_price,portable,0.2,0.24616766841629356,0.8929253521721466,B,False,0.24616766841629356,0.8929253521721466,0.6467576837558531,0.24616766841629356,B,True,1.0,1.0
99,0.12332426210329894,0.29817084176128084,second_price,portable,0.2,0.12332426210329894,0.29817084176128084,B,False,0.2,0.29817084176128084,0.09817084176128082,0.2,B,True,1.0,1.0
