p,strategy_A,strategy_B,is_bne,symmetric,A_low_action,A_high_action,B_low_action,B_high_action,max_deviation_gain,expected_payoff_A,expected_payoff_B
0.43,PP,LL,False,False,P,P,L,L,2.2,-1.7700000000000002,1.0
0.43,PP,PL,False,False,P,P,P,L,1.3399999999999999,-0.48000000000000004,1.344
0.43,PP,LP,False,False,P,P,L,P,1.0599999999999998,-0.059999999999999776,0.8860000000000001
0.43,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.23,1.23
0.44,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.44,LL,PL,False,False,L,L,P,L,1.2,0.44000000000000006,-0.528
0.44,LL,LP,False,False,L,L,L,P,2.2,0.56,-1.2320000000000002
0.44,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.7600000000000002
0.44,PL,LL,False,False,P,L,L,L,1.2,-0.528,0.44000000000000006
0.44,PL,PL,False,True,P,L,P,L,0.31999999999999995,0.2992000000000001,0.2992000000000001
0.44,PL,LP,False,False,P,L,L,P,1.3199999999999998,0.5248000000000002,-0.29919999999999997
0.44,PL,PP,False,False,P,L,P,P,1.3199999999999998,1.352,-0.43999999999999995
0.44,LP,LL,False,False,L,P,L,L,2.2,-1.2320000000000002,0.56
0.44,LP,PL,False,False,L,P,P,L,1.3199999999999998,-0.29919999999999997,0.5248000000000002
0.44,LP,LP,False,True,L,P,L,P,1.0799999999999998,-0.04479999999999987,-0.04479999999999987
0.44,LP,PP,False,False,L,P,P,P,1.0799999999999998,0.8880000000000001,-0.07999999999999985
0.44,PP,LL,False,False,P,P,L,L,2.2,-1.7600000000000002,1.0
0.44,PP,PL,False,False,P,P,P,L,1.3199999999999998,-0.43999999999999995,1.352
0.44,PP,LP,False,False,P,P,L,P,1.0799999999999998,-0.07999999999999985,0.8880000000000001
0.44,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.2400000000000002,1.2400000000000002
0.45,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.45,LL,PL,False,False,L,L,P,L,1.2,0.45000000000000007,-0.54
0.45,LL,LP,False,False,L,L,L,P,2.2,0.55,-1.2100000000000002
0.45,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.7500000000000002
0.45,PL,LL,False,False,P,L,L,L,1.2,-0.54,0.45000000000000007
0.45,PL,PL,False,True,P,L,P,L,0.29999999999999993,0.31500000000000006,0.31500000000000006
0.45,PL,LP,False,False,P,L,L,P,1.2999999999999998,0.5050000000000001,-0.26499999999999996
0.45,PL,PP,False,False,P,L,P,P,1.2999999999999998,1.36,-0.3999999999999999
0.45,LP,LL,False,False,L,P,L,L,2.2,-1.2100000000000002,0.55
0.45,LP,PL,False,False,L,P,P,L,1.2999999999999998,-0.26499999999999996,0.5050000000000001
0.45,LP,LP,False,True,L,P,L,P,1.0999999999999999,-0.05499999999999991,-0.05499999999999991
0.45,LP,PP,False,False,L,P,P,P,1.0999999999999999,0.8900000000000001,-0.09999999999999987
0.45,PP,LL,False,False,P,P,L,L,2.2,-1.7500000000000002,1.0
0.45,PP,PL,False,False,P,P,P,L,1.2999999999999998,-0.3999999999999999,1.36
0.45,PP,LP,False,False,P,P,L,P,1.0999999999999999,-0.09999999999999987,0.8900000000000001
0.45,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.25,1.25
0.46,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.46,LL,PL,False,False,L,L,P,L,1.2,0.4600000000000001,-0.552
0.46,LL,LP,False,False,L,L,L,P,2.2,0.54,-1.1880000000000002
0.46,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.7400000000000002
0.46,PL,LL,False,False,P,L,L,L,1.2,-0.552,0.4600000000000001
0.46,PL,PL,False,True,P,L,P,L,0.2799999999999999,0.3312000000000001,0.3312000000000001
0.46,PL,LP,False,False,P,L,L,P,1.2799999999999998,0.4848000000000001,-0.2311999999999999
0.46,PL,PP,False,False,P,L,P,P,1.2799999999999998,1.368,-0.3599999999999999
0.46,LP,LL,False,False,L,P,L,L,2.2,-1.1880000000000002,0.54
0.46,LP,PL,False,False,L,P,P,L,1.2799999999999998,-0.2311999999999999,0.4848000000000001
0.46,LP,LP,False,True,L,P,L,P,1.1199999999999999,-0.06479999999999989,-0.06479999999999989
0.46,LP,PP,False,False,L,P,P,P,1.1199999999999999,0.8920000000000001,-0.11999999999999986
0.46,PP,LL,False,False,P,P,L,L,2.2,-1.7400000000000002,1.0
0.46,PP,PL,False,False,P,P,P,L,1.2799999999999998,-0.3599999999999999,1.368
0.46,PP,LP,False,False,P,P,L,P,1.1199999999999999,-0.11999999999999986,0.8920000000000001
0.46,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.2600000000000002,1.2600000000000002
0.47,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.47,LL,PL,False,False,L,L,P,L,1.2,0.47,-0.564
0.47,LL,LP,False,False,L,L,L,P,2.2,0.53,-1.1660000000000001
0.47,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.73
0.47,PL,LL,False,False,P,L,L,L,1.2,-0.564,0.47
0.47,PL,PL,False,True,P,L,P,L,0.26000000000000006,0.34779999999999994,0.34779999999999994
0.47,PL,LP,False,False,P,L,L,P,1.26,0.46420000000000006,-0.19780000000000003
0.47,PL,PP,False,False,P,L,P,P,1.26,1.376,-0.32000000000000006
0.47,LP,LL,False,False,L,P,L,L,2.2,-1.1660000000000001,0.53
0.47,LP,PL,False,False,L,P,P,L,1.26,-0.19780000000000003,0.46420000000000006
0.47,LP,LP,False,True,L,P,L,P,1.14,-0.07419999999999999,-0.07419999999999999
0.47,LP,PP,False,False,L,P,P,P,1.14,0.894,-0.13999999999999996
0.47,PP,LL,False,False,P,P,L,L,2.2,-1.73,1.0
0.47,PP,PL,False,False,P,P,P,L,1.26,-0.32000000000000006,1.376
0.47,PP,LP,False,False,P,P,L,P,1.14,-0.13999999999999996,0.894
0.47,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.27,1.27
0.48,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.48,LL,PL,False,False,L,L,P,L,1.2,0.48,-0.576
0.48,LL,LP,False,False,L,L,L,P,2.2,0.52,-1.1440000000000001
0.48,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.7200000000000002
0.48,PL,LL,False,False,P,L,L,L,1.2,-0.576,0.48
0.48,PL,PL,False,True,P,L,P,L,0.24000000000000005,0.36479999999999996,0.36479999999999996
0.48,PL,LP,False,False,P,L,L,P,1.24,0.44320000000000004,-0.1648
0.48,PL,PP,False,False,P,L,P,P,1.24,1.384,-0.28
0.48,LP,LL,False,False,L,P,L,L,2.2,-1.1440000000000001,0.52
0.48,LP,PL,False,False,L,P,P,L,1.24,-0.1648,0.44320000000000004
0.48,LP,LP,False,True,L,P,L,P,1.16,-0.0832,-0.0832
0.48,LP,PP,False,False,L,P,P,P,1.16,0.896,-0.15999999999999998
0.48,PP,LL,False,False,P,P,L,L,2.2,-1.7200000000000002,1.0
0.48,PP,PL,False,False,P,P,P,L,1.24,-0.28,1.384
0.48,PP,LP,False,False,P,P,L,P,1.16,-0.15999999999999998,0.896
0.48,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.28,1.28
0.49,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.49,LL,PL,False,False,L,L,P,L,1.2,0.49,-0.588
0.49,LL,LP,False,False,L,L,L,P,2.2,0.51,-1.122
0.49,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.71
0.49,PL,LL,False,False,P,L,L,L,1.2,-0.588,0.49
0.49,PL,PL,False,True,P,L,P,L,0.22000000000000003,0.3822,0.3822
0.49,PL,LP,False,False,P,L,L,P,1.22,0.4218,-0.13220000000000004
0.49,PL,PP,False,False,P,L,P,P,1.22,1.392,-0.24000000000000005
0.49,LP,LL,False,False,L,P,L,L,2.2,-1.122,0.51
0.49,LP,PL,False,False,L,P,P,L,1.22,-0.13220000000000004,0.4218
0.49,LP,LP,False,True,L,P,L,P,1.18,-0.09179999999999994,-0.09179999999999994
0.49,LP,PP,False,False,L,P,P,P,1.18,0.898,-0.17999999999999994
0.49,PP,LL,False,False,P,P,L,L,2.2,-1.71,1.0
0.49,PP,PL,False,False,P,P,P,L,1.22,-0.24000000000000005,1.392
0.49,PP,LP,False,False,P,P,L,P,1.18,-0.17999999999999994,0.898
0.49,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.29,1.29
0.5,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.5,LL,PL,False,False,L,L,P,L,1.2,0.5,-0.6
0.5,LL,LP,False,False,L,L,L,P,2.2,0.5,-1.1
0.5,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.7000000000000002
0.5,PL,LL,False,False,P,L,L,L,1.2,-0.6,0.5
0.5,PL,PL,False,True,P,L,P,L,0.2,0.4,0.4
0.5,PL,LP,False,False,P,L,L,P,1.2,0.4,-0.09999999999999998
0.5,PL,PP,False,False,P,L,P,P,1.2,1.4,-0.19999999999999998
0.5,LP,LL,False,False,L,P,L,L,2.2,-1.1,0.5
0.5,LP,PL,False,False,L,P,P,L,1.2,-0.09999999999999998,0.4
0.5,LP,LP,False,True,L,P,L,P,1.2,-0.09999999999999998,-0.09999999999999998
0.5,LP,PP,False,False,L,P,P,P,1.2,0.9,-0.19999999999999998
0.5,PP,LL,False,False,P,P,L,L,2.2,-1.7000000000000002,1.0
0.5,PP,PL,False,False,P,P,P,L,1.2,-0.19999999999999998,1.4
0.5,PP,LP,False,False,P,P,L,P,1.2,-0.19999999999999998,0.9
0.5,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.3,1.3
0.51,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.51,LL,PL,False,False,L,L,P,L,1.2,0.51,-0.612
0.51,LL,LP,False,False,L,L,L,P,2.2,0.49,-1.078
0.51,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.69
0.51,PL,LL,False,False,P,L,L,L,1.2,-0.612,0.51
0.51,PL,PL,False,True,P,L,P,L,0.18,0.4182,0.4182
0.51,PL,LP,False,False,P,L,L,P,1.18,0.37779999999999997,-0.06819999999999998
0.51,PL,PP,False,False,P,L,P,P,1.18,1.408,-0.15999999999999998
0.51,LP,LL,False,False,L,P,L,L,2.2,-1.078,0.49
0.51,LP,PL,False,False,L,P,P,L,1.18,-0.06819999999999998,0.37779999999999997
0.51,LP,LP,False,True,L,P,L,P,1.22,-0.10779999999999995,-0.10779999999999995
0.51,LP,PP,False,False,L,P,P,P,1.22,0.902,-0.21999999999999997
0.51,PP,LL,False,False,P,P,L,L,2.2,-1.69,1.0
0.51,PP,PL,False,False,P,P,P,L,1.18,-0.15999999999999998,1.408
0.51,PP,LP,False,False,P,P,L,P,1.22,-0.21999999999999997,0.902
0.51,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.31,1.31
0.52,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.52,LL,PL,False,False,L,L,P,L,1.2,0.52,-0.624
0.52,LL,LP,False,False,L,L,L,P,2.2,0.48,-1.056
0.52,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.6800000000000002
0.52,PL,LL,False,False,P,L,L,L,1.2,-0.624,0.52
0.52,PL,PL,False,True,P,L,P,L,0.15999999999999998,0.4368,0.4368
0.52,PL,LP,False,False,P,L,L,P,1.16,0.35519999999999996,-0.03679999999999989
0.52,PL,PP,False,False,P,L,P,P,1.16,1.416,-0.11999999999999988
0.52,LP,LL,False,False,L,P,L,L,2.2,-1.056,0.48
0.52,LP,PL,False,False,L,P,P,L,1.16,-0.03679999999999989,0.35519999999999996
0.52,LP,LP,False,True,L,P,L,P,1.24,-0.11520000000000002,-0.11520000000000002
0.52,LP,PP,False,False,L,P,P,P,1.24,0.904,-0.24000000000000005
0.52,PP,LL,False,False,P,P,L,L,2.2,-1.6800000000000002,1.0
0.52,PP,PL,False,False,P,P,P,L,1.16,-0.11999999999999988,1.416
0.52,PP,LP,False,False,P,P,L,P,1.24,-0.24000000000000005,0.904
0.52,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.32,1.32
0.53,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.53,LL,PL,False,False,L,L,P,L,1.2,0.53,-0.636
0.53,LL,LP,False,False,L,L,L,P,2.2,0.47,-1.034
0.53,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.67
0.53,PL,LL,False,False,P,L,L,L,1.2,-0.636,0.53
0.53,PL,PL,False,True,P,L,P,L,0.13999999999999996,0.45580000000000004,0.45580000000000004
0.53,PL,LP,False,False,P,L,L,P,1.14,0.33219999999999994,-0.005799999999999861
0.53,PL,PP,False,False,P,L,P,P,1.14,1.424,-0.07999999999999985
0.53,LP,LL,False,False,L,P,L,L,2.2,-1.034,0.47
0.53,LP,PL,False,False,L,P,P,L,1.14,-0.005799999999999861,0.33219999999999994
0.53,LP,LP,False,True,L,P,L,P,1.26,-0.12220000000000003,-0.12220000000000003
0.53,LP,PP,False,False,L,P,P,P,1.26,0.906,-0.26000000000000006
0.53,PP,LL,False,False,P,P,L,L,2.2,-1.67,1.0
0.53,PP,PL,False,False,P,P,P,L,1.14,-0.07999999999999985,1.424
0.53,PP,LP,False,False,P,P,L,P,1.26,-0.26000000000000006,0.906
0.53,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.33,1.33
0.54,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.54,LL,PL,False,False,L,L,P,L,1.2,0.54,-0.648
0.54,LL,LP,False,False,L,L,L,P,2.2,0.45999999999999996,-1.012
0.54,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.6600000000000001
0.54,PL,LL,False,False,P,L,L,L,1.2,-0.648,0.54
0.54,PL,PL,False,True,P,L,P,L,0.11999999999999994,0.47520000000000007,0.47520000000000007
0.54,PL,LP,False,False,P,L,L,P,1.1199999999999999,0.3087999999999999,0.0248000000000001
0.54,PL,PP,False,False,P,L,P,P,1.1199999999999999,1.432,-0.03999999999999987
0.54,LP,LL,False,False,L,P,L,L,2.2,-1.012,0.45999999999999996
0.54,LP,PL,False,False,L,P,P,L,1.1199999999999999,0.0248000000000001,0.3087999999999999
0.54,LP,LP,False,True,L,P,L,P,1.28,-0.12879999999999997,-0.12879999999999997
0.54,LP,PP,False,False,L,P,P,P,1.28,0.908,-0.28
0.54,PP,LL,False,False,P,P,L,L,2.2,-1.6600000000000001,1.0
0.54,PP,PL,False,False,P,P,P,L,1.1199999999999999,-0.03999999999999987,1.432
0.54,PP,LP,False,False,P,P,L,P,1.28,-0.28,0.908
0.54,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.34,1.34
0.55,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.55,LL,PL,False,False,L,L,P,L,1.2,0.55,-0.66
0.55,LL,LP,False,False,L,L,L,P,2.2,0.44999999999999996,-0.99
0.55,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.65
0.55,PL,LL,False,False,P,L,L,L,1.2,-0.66,0.55
0.55,PL,PL,False,True,P,L,P,L,0.09999999999999992,0.4950000000000001,0.4950000000000001
0.55,PL,LP,False,False,P,L,L,P,1.0999999999999999,0.28499999999999986,0.05500000000000016
0.55,PL,PP,False,False,P,L,P,P,1.0999999999999999,1.44,1.942890293094024e-16
0.55,LP,LL,False,False,L,P,L,L,2.2,-0.99,0.44999999999999996
0.55,LP,PL,False,False,L,P,P,L,1.0999999999999999,0.05500000000000016,0.28499999999999986
0.55,LP,LP,False,True,L,P,L,P,1.3,-0.135,-0.135
0.55,LP,PP,False,False,L,P,P,P,1.3,0.91,-0.3000000000000001
0.55,PP,LL,False,False,P,P,L,L,2.2,-1.65,1.0
0.55,PP,PL,False,False,P,P,P,L,1.0999999999999999,1.942890293094024e-16,1.44
0.55,PP,LP,False,False,P,P,L,P,1.3,-0.3000000000000001,0.91
0.55,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.35,1.35
0.56,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.56,LL,PL,False,False,L,L,P,L,1.2,0.56,-0.672
0.56,LL,LP,False,False,L,L,L,P,2.2,0.43999999999999995,-0.968
0.56,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.6400000000000001
0.56,PL,LL,False,False,P,L,L,L,1.2,-0.672,0.56
0.56,PL,PL,False,True,P,L,P,L,0.0799999999999999,0.5152000000000001,0.5152000000000001
0.56,PL,LP,False,False,P,L,L,P,1.0799999999999998,0.26079999999999987,0.08480000000000015
0.56,PL,PP,False,False,P,L,P,P,1.0799999999999998,1.4480000000000002,0.0400000000000002
0.56,LP,LL,False,False,L,P,L,L,2.2,-0.968,0.43999999999999995
0.56,LP,PL,False,False,L,P,P,L,1.0799999999999998,0.08480000000000015,0.26079999999999987
0.56,LP,LP,False,True,L,P,L,P,1.32,-0.1408,-0.1408
0.56,LP,PP,False,False,L,P,P,P,1.32,0.912,-0.32000000000000006
0.56,PP,LL,False,False,P,P,L,L,2.2,-1.6400000000000001,1.0
0.56,PP,PL,False,False,P,P,P,L,1.0799999999999998,0.0400000000000002,1.4480000000000002
0.56,PP,LP,False,False,P,P,L,P,1.32,-0.32000000000000006,0.912
0.56,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.3600000000000003,1.3600000000000003
0.57,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.57,LL,PL,False,False,L,L,P,L,1.2,0.57,-0.6839999999999999
0.57,LL,LP,False,False,L,L,L,P,2.2,0.43000000000000005,-0.9460000000000002
0.57,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.6300000000000001
0.57,PL,LL,False,False,P,L,L,L,1.2,-0.6839999999999999,0.57
0.57,PL,PL,False,True,P,L,P,L,0.05999999999999994,0.5357999999999999,0.5357999999999999
0.57,PL,LP,False,False,P,L,L,P,1.06,0.23620000000000005,0.11419999999999994
0.57,PL,PP,False,False,P,L,P,P,1.06,1.456,0.07999999999999993
0.57,LP,LL,False,False,L,P,L,L,2.2,-0.9460000000000002,0.43000000000000005
0.57,LP,PL,False,False,L,P,P,L,1.06,0.11419999999999994,0.23620000000000005
0.57,LP,LP,False,True,L,P,L,P,1.3399999999999999,-0.14620000000000002,-0.14620000000000002
0.57,LP,PP,False,False,L,P,P,P,1.3399999999999999,0.914,-0.34
0.57,PP,LL,False,False,P,P,L,L,2.2,-1.6300000000000001,1.0
0.57,PP,PL,False,False,P,P,P,L,1.06,0.07999999999999993,1.456
0.57,PP,LP,False,False,P,P,L,P,1.3399999999999999,-0.34,0.914
0.57,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.37,1.37
0.58,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.58,LL,PL,False,False,L,L,P,L,1.2,0.58,-0.696
0.58,LL,LP,False,False,L,L,L,P,2.2,0.42000000000000004,-0.9240000000000002
0.58,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.62
0.58,PL,LL,False,False,P,L,L,L,1.2,-0.696,0.58
0.58,PL,PL,False,True,P,L,P,L,0.04000000000000015,0.5567999999999999,0.5567999999999999
0.58,PL,LP,False,False,P,L,L,P,1.04,0.21120000000000017,0.14319999999999988
0.58,PL,PP,False,False,P,L,P,P,1.04,1.464,0.11999999999999977
0.58,LP,LL,False,False,L,P,L,L,2.2,-0.9240000000000002,0.42000000000000004
0.58,LP,PL,False,False,L,P,P,L,1.04,0.14319999999999988,0.21120000000000017
0.58,LP,LP,False,True,L,P,L,P,1.3599999999999999,-0.15119999999999992,-0.15119999999999992
0.58,LP,PP,False,False,L,P,P,P,1.3599999999999999,0.916,-0.3599999999999998
0.58,PP,LL,False,False,P,P,L,L,2.2,-1.62,1.0
0.58,PP,PL,False,False,P,P,P,L,1.04,0.11999999999999977,1.464
0.58,PP,LP,False,False,P,P,L,P,1.3599999999999999,-0.3599999999999998,0.916
0.58,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.3800000000000001,1.3800000000000001
0.59,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.59,LL,PL,False,False,L,L,P,L,1.2,0.59,-0.708
0.59,LL,LP,False,False,L,L,L,P,2.2,0.41000000000000003,-0.9020000000000001
0.59,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.61
0.59,PL,LL,False,False,P,L,L,L,1.2,-0.708,0.59
0.59,PL,PL,False,True,P,L,P,L,0.019999999999999907,0.5782,0.5782
0.59,PL,LP,False,False,P,L,L,P,1.02,0.18580000000000002,0.17179999999999998
0.59,PL,PP,False,False,P,L,P,P,1.02,1.472,0.16000000000000006
0.59,LP,LL,False,False,L,P,L,L,2.2,-0.9020000000000001,0.41000000000000003
0.59,LP,PL,False,False,L,P,P,L,1.02,0.17179999999999998,0.18580000000000002
0.59,LP,LP,False,True,L,P,L,P,1.38,-0.1558,-0.1558
0.59,LP,PP,False,False,L,P,P,P,1.38,0.918,-0.38
0.59,PP,LL,False,False,P,P,L,L,2.2,-1.61,1.0
0.59,PP,PL,False,False,P,P,P,L,1.02,0.16000000000000006,1.472
0.59,PP,LP,False,False,P,P,L,P,1.38,-0.38,0.918
0.59,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.3900000000000001,1.3900000000000001
0.6,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.6,LL,PL,False,False,L,L,P,L,1.2,0.6,-0.72
0.6,LL,LP,False,False,L,L,L,P,2.2,0.4,-0.8800000000000001
0.6,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.6
0.6,PL,LL,False,False,P,L,L,L,1.2,-0.72,0.6
0.6,PL,PL,True,True,P,L,P,L,1.1102230246251565e-16,0.5999999999999999,0.5999999999999999
0.6,PL,LP,False,False,P,L,L,P,1.0,0.16000000000000014,0.19999999999999993
0.6,PL,PP,False,False,P,L,P,P,1.0,1.48,0.19999999999999987
0.6,LP,LL,False,False,L,P,L,L,2.2,-0.8800000000000001,0.4
0.6,LP,PL,False,False,L,P,P,L,1.0,0.19999999999999993,0.16000000000000014
0.6,LP,LP,False,True,L,P,L,P,1.4,-0.15999999999999992,-0.15999999999999992
0.6,LP,PP,False,False,L,P,P,P,1.4,0.92,-0.3999999999999998
0.6,PP,LL,False,False,P,P,L,L,2.2,-1.6,1.0
0.6,PP,PL,False,False,P,P,P,L,1.0,0.19999999999999987,1.48
0.6,PP,LP,False,False,P,P,L,P,1.4,-0.3999999999999998,0.92
0.6,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.4000000000000001,1.4000000000000001
0.61,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.61,LL,PL,False,False,L,L,P,L,1.2,0.61,-0.732
0.61,LL,LP,False,False,L,L,L,P,2.2,0.39,-0.8580000000000001
0.61,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.59
0.61,PL,LL,False,False,P,L,L,L,1.2,-0.732,0.61
0.61,PL,PL,True,True,P,L,P,L,0.0,0.6222000000000001,0.6222000000000001
0.61,PL,LP,False,False,P,L,L,P,0.9799999999999999,0.13379999999999997,0.22780000000000003
0.61,PL,PP,False,False,P,L,P,P,0.9799999999999999,1.488,0.24000000000000013
0.61,LP,LL,False,False,L,P,L,L,2.2,-0.8580000000000001,0.39
0.61,LP,PL,False,False,L,P,P,L,0.9799999999999999,0.22780000000000003,0.13379999999999997
0.61,LP,LP,False,True,L,P,L,P,1.42,-0.1638,-0.1638
0.61,LP,PP,False,False,L,P,P,P,1.42,0.922,-0.42000000000000004
0.61,PP,LL,False,False,P,P,L,L,2.2,-1.59,1.0
0.61,PP,PL,False,False,P,P,P,L,0.9799999999999999,0.24000000000000013,1.488
0.61,PP,LP,False,False,P,P,L,P,1.42,-0.42000000000000004,0.922
0.61,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.4100000000000001,1.4100000000000001
0.62,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.62,LL,PL,False,False,L,L,P,L,1.2,0.62,-0.744
0.62,LL,LP,False,False,L,L,L,P,2.2,0.38,-0.8360000000000001
0.62,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.58
0.62,PL,LL,False,False,P,L,L,L,1.2,-0.744,0.62
0.62,PL,PL,True,True,P,L,P,L,0.0,0.6447999999999999,0.6447999999999999
0.62,PL,LP,False,False,P,L,L,P,0.9600000000000001,0.10720000000000007,0.2552
0.62,PL,PP,False,False,P,L,P,P,0.9600000000000001,1.496,0.2799999999999999
0.62,LP,LL,False,False,L,P,L,L,2.2,-0.8360000000000001,0.38
0.62,LP,PL,False,False,L,P,P,L,0.9600000000000001,0.2552,0.10720000000000007
0.62,LP,LP,False,True,L,P,L,P,1.44,-0.16719999999999993,-0.16719999999999993
0.62,LP,PP,False,False,L,P,P,P,1.44,0.924,-0.43999999999999984
0.62,PP,LL,False,False,P,P,L,L,2.2,-1.58,1.0
0.62,PP,PL,False,False,P,P,P,L,0.9600000000000001,0.2799999999999999,1.496
0.62,PP,LP,False,False,P,P,L,P,1.44,-0.43999999999999984,0.924
0.62,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.4200000000000002,1.4200000000000002
0.63,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.63,LL,PL,False,False,L,L,P,L,1.2,0.63,-0.756
0.63,LL,LP,False,False,L,L,L,P,2.2,0.37,-0.8140000000000001
0.63,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.57
0.63,PL,LL,False,False,P,L,L,L,1.2,-0.756,0.63
0.63,PL,PL,True,True,P,L,P,L,0.0,0.6678000000000001,0.6678000000000001
0.63,PL,LP,False,False,P,L,L,P,0.9399999999999998,0.08019999999999991,0.2822000000000001
0.63,PL,PP,False,False,P,L,P,P,0.9399999999999998,1.504,0.3200000000000002
0.63,LP,LL,False,False,L,P,L,L,2.2,-0.8140000000000001,0.37
0.63,LP,PL,False,False,L,P,P,L,0.9399999999999998,0.2822000000000001,0.08019999999999991
0.63,LP,LP,False,True,L,P,L,P,1.46,-0.17020000000000005,-0.17020000000000005
0.63,LP,PP,False,False,L,P,P,P,1.46,0.9259999999999999,-0.46000000000000013
0.63,PP,LL,False,False,P,P,L,L,2.2,-1.57,1.0
0.63,PP,PL,False,False,P,P,P,L,0.9399999999999998,0.3200000000000002,1.504
0.63,PP,LP,False,False,P,P,L,P,1.46,-0.46000000000000013,0.9259999999999999
0.63,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.4300000000000002,1.4300000000000002
0.64,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.64,LL,PL,False,False,L,L,P,L,1.2,0.64,-0.768
0.64,LL,LP,False,False,L,L,L,P,2.2,0.36,-0.792
0.64,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.56
0.64,PL,LL,False,False,P,L,L,L,1.2,-0.768,0.64
0.64,PL,PL,True,True,P,L,P,L,0.0,0.6912,0.6912
0.64,PL,LP,False,False,P,L,L,P,0.92,0.05280000000000003,0.3088
0.64,PL,PP,False,False,P,L,P,P,0.92,1.512,0.36
0.64,LP,LL,False,False,L,P,L,L,2.2,-0.792,0.36
0.64,LP,PL,False,False,L,P,P,L,0.92,0.3088,0.05280000000000003
0.64,LP,LP,False,True,L,P,L,P,1.48,-0.17279999999999995,-0.17279999999999995
0.64,LP,PP,False,False,L,P,P,P,1.48,0.9279999999999999,-0.4799999999999999
0.64,PP,LL,False,False,P,P,L,L,2.2,-1.56,1.0
0.64,PP,PL,False,False,P,P,P,L,0.92,0.36,1.512
0.64,PP,LP,False,False,P,P,L,P,1.48,-0.4799999999999999,0.9279999999999999
0.64,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.4400000000000002,1.4400000000000002
0.65,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.65,LL,PL,False,False,L,L,P,L,1.2,0.65,-0.78
