p,c_low,c_high,analytical_threshold_p,computed_pl_pl_is_bne,analytical_pl_condition,agreement
0.79,0.6,1.2,0.8,False,False,True
0.8,0.6,1.2,0.8,True,True,True
0.81,0.6,1.2,0.8,True,True,True
0.82,0.6,1.2,0.8,True,True,True
0.83,0.6,1.2,0.8,True,True,True
0.84,0.6,1.2,0.8,True,True,True
0.85,0.6,1.2,0.8,True,True,True
0.86,0.6,1.2,0.8,True,True,True
0.87,0.6,1.2,0.8,True,True,True
0.88,0.6,1.2,0.8,True,True,True
0.89,0.6,1.2,0.8,True,True,True
0.9,0.6,1.2,0.8,True,True,True
0.91,0.6,1.2,0.8,True,True,True
0.92,0.6,1.2,0.8,True,True,True
0.93,0.6,1.2,0.8,True,True,True
0.94,0.6,1.2,0.8,True,True,True
0.95,0.6,1.2,0.8,True,True,True
0.96,0.6,1.2,0.8,True,True,True
0.97,0.6,1.2,0.8,True,True,True
0.98,0.6,1.2,0.8,True,True,True
0.99,0.6,1.2,0.8,True,True,True
0.01,0.65,1.2,0.825,False,False,True
0.02,0.65,1.2,0.825,False,False,True
0.03,0.65,1.2,0.825,False,False,True
0.04,0.65,1.2,0.825,False,False,True
0.05,0.65,1.2,0.825,False,False,True
0.06,0.65,1.2,0.825,False,False,True
0.07,0.65,1.2,0.825,False,False,True
0.08,0.65,1.2,0.825,False,False,True
0.09,0.65,1.2,0.825,False,False,True
0.1,0.65,1.2,0.825,False,False,True
0.11,0.65,1.2,0.825,False,False,True
0.12,0.65,1.2,0.825,False,False,True
0.13,0.65,1.2,0.825,False,False,True
0.14,0.65,1.2,0.825,False,False,True
0.15,0.65,1.2,0.825,False,False,True
0.16,0.65,1.2,0.825,False,False,True
0.17,0.65,1.2,0.825,False,False,True
0.18,0.65,1.2,0.825,False,False,True
0.19,0.65,1.2,0.825,False,False,True
0.2,0.65,1.2,0.825,False,False,True
0.21,0.65,1.2,0.825,False,False,True
0.22,0.65,1.2,0.825,False,False,True
0.23,0.65,1.2,0.825,False,False,True
0.24,0.65,1.2,0.825,False,False,True
0.25,0.65,1.2,0.825,False,False,True
0.26,0.65,1.2,0.825,False,False,True
0.27,0.65,1.2,0.825,False,False,True
0.28,0.65,1.2,0.825,False,False,True
0.29,0.65,1.2,0.825,False,False,True
0.3,0.65,1.2,0.825,False,False,True
0.31,0.65,1.2,0.825,False,False,True
0.32,0.65,1.2,0.825,False,False,True
0.33,0.65,1.2,0.825,False,False,True
0.34,0.65,1.2,0.825,False,False,True
0.35,0.65,1.2,0.825,False,False,True
0.36,0.65,1.2,0.825,False,False,True
0.37,0.65,1.2,0.825,False,False,True
0.38,0.65,1.2,0.825,False,False,True
0.39,0.65,1.2,0.825,False,False,True
0.4,0.65,1.2,0.825,False,False,True
0.41,0.65,1.2,0.825,False,False,True
0.42,0.65,1.2,0.825,False,False,True
0.43,0.65,1.2,0.825,False,False,True
0.44,0.65,1.2,0.825,False,False,True
0.45,0.65,1.2,0.825,False,False,True
0.46,0.65,1.2,0.825,False,False,True
0.47,0.65,1.2,0.825,False,False,True
0.48,0.65,1.2,0.825,False,False,True
0.49,0.65,1.2,0.825,False,False,True
0.5,0.65,1.2,0.825,False,False,True
0.51,0.65,1.2,0.825,False,False,True
0.52,0.65,1.2,0.825,False,False,True
0.53,0.65,1.2,0.825,False,False,True
0.54,0.65,1.2,0.825,False,False,True
0.55,0.65,1.2,0.825,False,False,True
0.56,0.65,1.2,0.825,False,False,True
0.57,0.65,1.2,0.825,False,False,True
0.58,0.65,1.2,0.825,False,False,True
0.59,0.65,1.2,0.825,False,False,True
0.6,0.65,1.2,0.825,False,False,True
0.61,0.65,1.2,0.825,False,False,True
0.62,0.65,1.2,0.825,False,False,True
0.63,0.65,1.2,0.825,False,False,True
0.64,0.65,1.2,0.825,False,False,True
0.65,0.65,1.2,0.825,False,False,True
0.66,0.65,1.2,0.825,False,False,True
0.67,0.65,1.2,0.825,False,False,True
0.68,0.65,1.2,0.825,False,False,True
0.69,0.65,1.2,0.825,False,False,True
0.7,0.65,1.2,0.825,False,False,True
0.71,0.65,1.2,0.825,False,False,True
0.72,0.65,1.2,0.825,False,False,True
0.73,0.65,1.2,0.825,False,False,True
0.74,0.65,1.2,0.825,False,False,True
0.75,0.65,1.2,0.825,False,False,True
0.76,0.65,1.2,0.825,False,False,True
0.77,0.65,1.2,0.825,False,False,True
0.78,0.65,1.2,0.825,False,False,True
0.79,0.65,1.2,0.825,False,False,True
0.8,0.65,1.2,0.825,False,False,True
0.81,0.65,1.2,0.825,False,False,True
0.82,0.65,1.2,0.825,False,False,True
0.83,0.65,1.2,0.825,True,True,True
0.84,0.65,1.2,0.825,True,True,True
0.85,0.65,1.2,0.825,True,True,True
0.86,0.65,1.2,0.825,True,True,True
0.87,0.65,1.2,0.825,True,True,True
0.88,0.65,1.2,0.825,True,True,True
0.89,0.65,1.2,0.825,True,True,True
0.9,0.65,1.2,0.825,True,True,True
0.91,0.65,1.2,0.825,True,True,True
0.92,0.65,1.2,0.825,True,True,True
0.93,0.65,1.2,0.825,True,True,True
0.94,0.65,1.2,0.825,True,True,True
0.95,0.65,1.2,0.825,True,True,True
0.96,0.65,1.2,0.825,True,True,True
0.97,0.65,1.2,0.825,True,True,True
0.98,0.65,1.2,0.825,True,True,True
0.99,0.65,1.2,0.825,True,True,True
0.01,0.7,1.2,0.85,False,False,True
0.02,0.7,1.2,0.85,False,False,True
0.03,0.7,1.2,0.85,False,False,True
0.04,0.7,1.2,0.85,False,False,True
0.05,0.7,1.2,0.85,False,False,True
0.06,0.7,1.2,0.85,False,False,True
0.07,0.7,1.2,0.85,False,False,True
0.08,0.7,1.2,0.85,False,False,True
0.09,0.7,1.2,0.85,False,False,True
0.1,0.7,1.2,0.85,False,False,True
0.11,0.7,1.2,0.85,False,False,True
0.12,0.7,1.2,0.85,False,False,True
0.13,0.7,1.2,0.85,False,False,True
0.14,0.7,1.2,0.85,False,False,True
0.15,0.7,1.2,0.85,False,False,True
0.16,0.7,1.2,0.85,False,False,True
0.17,0.7,1.2,0.85,False,False,True
0.18,0.7,1.2,0.85,False,False,True
0.19,0.7,1.2,0.85,False,False,True
0.2,0.7,1.2,0.85,False,False,True
0.21,0.7,1.2,0.85,False,False,True
0.22,0.7,1.2,0.85,False,False,True
0.23,0.7,1.2,0.85,False,False,True
0.24,0.7,1.2,0.85,False,False,True
0.25,0.7,1.2,0.85,False,False,True
0.26,0.7,1.2,0.85,False,False,True
0.27,0.7,1.2,0.85,False,False,True
0.28,0.7,1.2,0.85,False,False,True
0.29,0.7,1.2,0.85,False,False,True
0.3,0.7,1.2,0.85,False,False,True
0.31,0.7,1.2,0.85,False,False,True
0.32,0.7,1.2,0.85,False,False,True
0.33,0.7,1.2,0.85,False,False,True
0.34,0.7,1.2,0.85,False,False,True
0.35,0.7,1.2,0.85,False,False,True
0.36,0.7,1.2,0.85,False,False,True
0.37,0.7,1.2,0.85,False,False,True
0.38,0.7,1.2,0.85,False,False,True
0.39,0.7,1.2,0.85,False,False,True
0.4,0.7,1.2,0.85,False,False,True
0.41,0.7,1.2,0.85,False,False,True
0.42,0.7,1.2,0.85,False,False,True
0.43,0.7,1.2,0.85,False,False,True
0.44,0.7,1.2,0.85,False,False,True
0.45,0.7,1.2,0.85,False,False,True
0.46,0.7,1.2,0.85,False,False,True
0.47,0.7,1.2,0.85,False,False,True
0.48,0.7,1.2,0.85,False,False,True
0.49,0.7,1.2,0.85,False,False,True
0.5,0.7,1.2,0.85,False,False,True
0.51,0.7,1.2,0.85,False,False,True
0.52,0.7,1.2,0.85,False,False,True
0.53,0.7,1.2,0.85,False,False,True
0.54,0.7,1.2,0.85,False,False,True
0.55,0.7,1.2,0.85,False,False,True
0.56,0.7,1.2,0.85,False,False,True
0.57,0.7,1.2,0.85,False,False,True
0.58,0.7,1.2,0.85,False,False,True
0.59,0.7,1.2,0.85,False,False,True
0.6,0.7,1.2,0.85,False,False,True
0.61,0.7,1.2,0.85,False,False,True
0.62,0.7,1.2,0.85,False,False,True
0.63,0.7,1.2,0.85,False,False,True
0.64,0.7,1.2,0.85,False,False,True
0.65,0.7,1.2,0.85,False,False,True
0.66,0.7,1.2,0.85,False,False,True
0.67,0.7,1.2,0.85,False,False,True
0.68,0.7,1.2,0.85,False,False,True
0.69,0.7,1.2,0.85,False,False,True
0.7,0.7,1.2,0.85,False,False,True
0.71,0.7,1.2,0.85,False,False,True
0.72,0.7,1.2,0.85,False,False,True
0.73,0.7,1.2,0.85,False,False,True
0.74,0.7,1.2,0.85,False,False,True
0.75,0.7,1.2,0.85,False,False,True
0.76,0.7,1.2,0.85,False,False,True
0.77,0.7,1.2,0.85,False,False,True
0.78,0.7,1.2,0.85,False,False,True
0.79,0.7,1.2,0.85,False,False,True
0.8,0.7,1.2,0.85,False,False,True
0.81,0.7,1.2,0.85,False,False,True
0.82,0.7,1.2,0.85,False,False,True
0.83,0.7,1.2,0.85,False,False,True
0.84,0.7,1.2,0.85,False,False,True
0.85,0.7,1.2,0.85,True,True,True
0.86,0.7,1.2,0.85,True,True,True
0.87,0.7,1.2,0.85,True,True,True
0.88,0.7,1.2,0.85,True,True,True
0.89,0.7,1.2,0.85,True,True,True
0.9,0.7,1.2,0.85,True,True,True
0.91,0.7,1.2,0.85,True,True,True
0.92,0.7,1.2,0.85,True,True,True
0.93,0.7,1.2,0.85,True,True,True
0.94,0.7,1.2,0.85,True,True,True
0.95,0.7,1.2,0.85,True,True,True
0.96,0.7,1.2,0.85,True,True,True
0.97,0.7,1.2,0.85,True,True,True
0.98,0.7,1.2,0.85,True,True,True
0.99,0.7,1.2,0.85,True,True,True
0.01,0.75,1.2,0.875,False,False,True
0.02,0.75,1.2,0.875,False,False,True
0.03,0.75,1.2,0.875,False,False,True
0.04,0.75,1.2,0.875,False,False,True
0.05,0.75,1.2,0.875,False,False,True
0.06,0.75,1.2,0.875,False,False,True
0.07,0.75,1.2,0.875,False,False,True
0.08,0.75,1.2,0.875,False,False,True
0.09,0.75,1.2,0.875,False,False,True
0.1,0.75,1.2,0.875,False,False,True
0.11,0.75,1.2,0.875,False,False,True
0.12,0.75,1.2,0.875,False,False,True
0.13,0.75,1.2,0.875,False,False,True
0.14,0.75,1.2,0.875,False,False,True
0.15,0.75,1.2,0.875,False,False,True
0.16,0.75,1.2,0.875,False,False,True
0.17,0.75,1.2,0.875,False,False,True
0.18,0.75,1.2,0.875,False,False,True
0.19,0.75,1.2,0.875,False,False,True
0.2,0.75,1.2,0.875,False,False,True
0.21,0.75,1.2,0.875,False,False,True
0.22,0.75,1.2,0.875,False,False,True
0.23,0.75,1.2,0.875,False,False,True
0.24,0.75,1.2,0.875,False,False,True
0.25,0.75,1.2,0.875,False,False,True
0.26,0.75,1.2,0.875,False,False,True
0.27,0.75,1.2,0.875,False,False,True
0.28,0.75,1.2,0.875,False,False,True
0.29,0.75,1.2,0.875,False,False,True
0.3,0.75,1.2,0.875,False,False,True
0.31,0.75,1.2,0.875,False,False,True
0.32,0.75,1.2,0.875,False,False,True
0.33,0.75,1.2,0.875,False,False,True
0.34,0.75,1.2,0.875,False,False,True
0.35,0.75,1.2,0.875,False,False,True
0.36,0.75,1.2,0.875,False,False,True
0.37,0.75,1.2,0.875,False,False,True
0.38,0.75,1.2,0.875,False,False,True
0.39,0.75,1.2,0.875,False,False,True
0.4,0.75,1.2,0.875,False,False,True
0.41,0.75,1.2,0.875,False,False,True
0.42,0.75,1.2,0.875,False,False,True
0.43,0.75,1.2,0.875,False,False,True
0.44,0.75,1.2,0.875,False,False,True
0.45,0.75,1.2,0.875,False,False,True
0.46,0.75,1.2,0.875,False,False,True
0.47,0.75,1.2,0.875,False,False,True
0.48,0.75,1.2,0.875,False,False,True
0.49,0.75,1.2,0.875,False,False,True
0.5,0.75,1.2,0.875,False,False,True
0.51,0.75,1.2,0.875,False,False,True
0.52,0.75,1.2,0.875,False,False,True
0.53,0.75,1.2,0.875,False,False,True
0.54,0.75,1.2,0.875,False,False,True
0.55,0.75,1.2,0.875,False,False,True
0.56,0.75,1.2,0.875,False,False,True
0.57,0.75,1.2,0.875,False,False,True
0.58,0.75,1.2,0.875,False,False,True
0.59,0.75,1.2,0.875,False,False,True
0.6,0.75,1.2,0.875,False,False,True
0.61,0.75,1.2,0.875,False,False,True
0.62,0.75,1.2,0.875,False,False,True
0.63,0.75,1.2,0.875,False,False,True
0.64,0.75,1.2,0.875,False,False,True
0.65,0.75,1.2,0.875,False,False,True
0.66,0.75,1.2,0.875,False,False,True
0.67,0.75,1.2,0.875,False,False,True
0.68,0.75,1.2,0.875,False,False,True
0.69,0.75,1.2,0.875,False,False,True
0.7,0.75,1.2,0.875,False,False,True
0.71,0.75,1.2,0.875,False,False,True
0.72,0.75,1.2,0.875,False,False,True
0.73,0.75,1.2,0.875,False,False,True
0.74,0.75,1.2,0.875,False,False,True
0.75,0.75,1.2,0.875,False,False,True
0.76,0.75,1.2,0.875,False,False,True
0.77,0.75,1.2,0.875,False,False,True
0.78,0.75,1.2,0.875,False,False,True
0.79,0.75,1.2,0.875,False,False,True
0.8,0.75,1.2,0.875,False,False,True
0.81,0.75,1.2,0.875,False,False,True
0.82,0.75,1.2,0.875,False,False,True
0.83,0.75,1.2,0.875,False,False,True
0.84,0.75,1.2,0.875,False,False,True
0.85,0.75,1.2,0.875,False,False,True
0.86,0.75,1.2,0.875,False,False,True
0.87,0.75,1.2,0.875,False,False,True
0.88,0.75,1.2,0.875,True,True,True
0.89,0.75,1.2,0.875,True,True,True
0.9,0.75,1.2,0.875,True,True,True
0.91,0.75,1.2,0.875,True,True,True
0.92,0.75,1.2,0.875,True,True,True
0.93,0.75,1.2,0.875,True,True,True
0.94,0.75,1.2,0.875,True,True,True
0.95,0.75,1.2,0.875,True,True,True
0.96,0.75,1.2,0.875,True,True,True
0.97,0.75,1.2,0.875,True,True,True
0.98,0.75,1.2,0.875,True,True,True
0.99,0.75,1.2,0.875,True,True,True
0.01,0.8,1.2,0.9,False,False,True
0.02,0.8,1.2,0.9,False,False,True
0.03,0.8,1.2,0.9,False,False,True
0.04,0.8,1.2,0.9,False,False,True
0.05,0.8,1.2,0.9,False,False,True
0.06,0.8,1.2,0.9,False,False,True
0.07,0.8,1.2,0.9,False,False,True
0.08,0.8,1.2,0.9,False,False,True
0.09,0.8,1.2,0.9,False,False,True
0.1,0.8,1.2,0.9,False,False,True
0.11,0.8,1.2,0.9,False,False,True
0.12,0.8,1.2,0.9,False,False,True
0.13,0.8,1.2,0.9,False,False,True
0.14,0.8,1.2,0.9,False,False,True
0.15,0.8,1.2,0.9,False,False,True
0.16,0.8,1.2,0.9,False,False,True
0.17,0.8,1.2,0.9,False,False,True
0.18,0.8,1.2,0.9,False,False,True
0.19,0.8,1.2,0.9,False,False,True
0.2,0.8,1.2,0.9,False,False,True
0.21,0.8,1.2,0.9,False,False,True
0.22,0.8,1.2,0.9,False,False,True
0.23,0.8,1.2,0.9,False,False,True
0.24,0.8,1.2,0.9,False,False,True
0.25,0.8,1.2,0.9,False,False,True
0.26,0.8,1.2,0.9,False,False,True
0.27,0.8,1.2,0.9,False,False,True
0.28,0.8,1.2,0.9,False,False,True
0.29,0.8,1.2,0.9,False,False,True
0.3,0.8,1.2,0.9,False,False,True
0.31,0.8,1.2,0.9,False,False,True
0.32,0.8,1.2,0.9,False,False,True
0.33,0.8,1.2,0.9,False,False,True
0.34,0.8,1.2,0.9,False,False,True
0.35,0.8,1.2,0.9,False,False,True
0.36,0.8,1.2,0.9,False,False,True
0.37,0.8,1.2,0.9,False,False,True
0.38,0.8,1.2,0.9,False,False,True
0.39,0.8,1.2,0.9,False,False,True
0.4,0.8,1.2,0.9,False,False,True
0.41,0.8,1.2,0.9,False,False,True
0.42,0.8,1.2,0.9,False,False,True
0.43,0.8,1.2,0.9,False,False,True
0.44,0.8,1.2,0.9,False,False,True
0.45,0.8,1.2,0.9,False,False,True
0.46,0.8,1.2,0.9,False,False,True
0.47,0.8,1.2,0.9,False,False,True
0.48,0.8,1.2,0.9,False,False,True
0.49,0.8,1.2,0.9,False,False,True
0.5,0.8,1.2,0.9,False,False,True
0.51,0.8,1.2,0.9,False,False,True
0.52,0.8,1.2,0.9,False,False,True
0.53,0.8,1.2,0.9,False,False,True
0.54,0.8,1.2,0.9,False,False,True
0.55,0.8,1.2,0.9,False,False,True
0.56,0.8,1.2,0.9,False,False,True
0.57,0.8,1.2,0.9,False,False,True
0.58,0.8,1.2,0.9,False,False,True
0.59,0.8,1.2,0.9,False,False,True
0.6,0.8,1.2,0.9,False,False,True
0.61,0.8,1.2,0.9,False,False,True
0.62,0.8,1.2,0.9,False,False,True
0.63,0.8,1.2,0.9,False,False,True
0.64,0.8,1.2,0.9,False,False,True
0.65,0.8,1.2,0.9,False,False,True
0.66,0.8,1.2,0.9,False,False,True
0.67,0.8,1.2,0.9,False,False,True
0.68,0.8,1.2,0.9,False,False,True
0.69,0.8,1.2,0.9,False,False,True
0.7,0.8,1.2,0.9,False,False,True
0.71,0.8,1.2,0.9,False,False,True
0.72,0.8,1.2,0.9,False,False,True
0.73,0.8,1.2,0.9,False,False,True
0.74,0.8,1.2,0.9,False,False,True
0.75,0.8,1.2,0.9,False,False,True
0.76,0.8,1.2,0.9,False,False,True
0.77,0.8,1.2,0.9,False,False,True
0.78,0.8,1.2,0.9,False,False,True
0.79,0.8,1.2,0.9,False,False,True
0.8,0.8,1.2,0.9,False,False,True
0.81,0.8,1.2,0.9,False,False,True
0.82,0.8,1.2,0.9,False,False,True
0.83,0.8,1.2,0.9,False,False,True
0.84,0.8,1.2,0.9,False,False,True
0.85,0.8,1.2,0.9,False,False,True
0.86,0.8,1.2,0.9,False,False,True
0.87,0.8,1.2,0.9,False,False,True
0.88,0.8,1.2,0.9,False,False,True
0.89,0.8,1.2,0.9,False,False,True
0.9,0.8,1.2,0.9,True,True,True
0.91,0.8,1.2,0.9,True,True,True
0.92,0.8,1.2,0.9,True,True,True
0.93,0.8,1.2,0.9,True,True,True
0.94,0.8,1.2,0.9,True,True,True
0.95,0.8,1.2,0.9,True,True,True
0.96,0.8,1.2,0.9,True,True,True
0.97,0.8,1.2,0.9,True,True,True
0.98,0.8,1.2,0.9,True,True,True
0.99,0.8,1.2,0.9,True,True,True
0.01,0.85,1.2,0.925,False,False,True
0.02,0.85,1.2,0.925,False,False,True
0.03,0.85,1.2,0.925,False,False,True
0.04,0.85,1.2,0.925,False,False,True
0.05,0.85,1.2,0.925,False,False,True
0.06,0.85,1.2,0.925,False,False,True
0.07,0.85,1.2,0.925,False,False,True
0.08,0.85,1.2,0.925,False,False,True
0.09,0.85,1.2,0.925,False,False,True
0.1,0.85,1.2,0.925,False,False,True
0.11,0.85,1.2,0.925,False,False,True
0.12,0.85,1.2,0.925,False,False,True
0.13,0.85,1.2,0.925,False,False,True
0.14,0.85,1.2,0.925,False,False,True
0.15,0.85,1.2,0.925,False,False,True
0.16,0.85,1.2,0.925,False,False,True
0.17,0.85,1.2,0.925,False,False,True
0.18,0.85,1.2,0.925,False,False,True
0.19,0.85,1.2,0.925,False,False,True
0.2,0.85,1.2,0.925,False,False,True
0.21,0.85,1.2,0.925,False,False,True
0.22,0.85,1.2,0.925,False,False,True
0.23,0.85,1.2,0.925,False,False,True
0.24,0.85,1.2,0.925,False,False,True
0.25,0.85,1.2,0.925,False,False,True
0.26,0.85,1.2,0.925,False,False,True
0.27,0.85,1.2,0.925,False,False,True
0.28,0.85,1.2,0.925,False,False,True
0.29,0.85,1.2,0.925,False,False,True
0.3,0.85,1.2,0.925,False,False,True
0.31,0.85,1.2,0.925,False,False,True
0.32,0.85,1.2,0.925,False,False,True
0.33,0.85,1.2,0.925,False,False,True
0.34,0.85,1.2,0.925,False,False,True
0.35,0.85,1.2,0.925,False,False,True
0.36,0.85,1.2,0.925,False,False,True
0.37,0.85,1.2,0.925,False,False,True
0.38,0.85,1.2,0.925,False,False,True
0.39,0.85,1.2,0.925,False,False,True
0.4,0.85,1.2,0.925,False,False,True
0.41,0.85,1.2,0.925,False,False,True
0.42,0.85,1.2,0.925,False,False,True
0.43,0.85,1.2,0.925,False,False,True
0.44,0.85,1.2,0.925,False,False,True
0.45,0.85,1.2,0.925,False,False,True
0.46,0.85,1.2,0.925,False,False,True
0.47,0.85,1.2,0.925,False,False,True
0.48,0.85,1.2,0.925,False,False,True
0.49,0.85,1.2,0.925,False,False,True
0.5,0.85,1.2,0.925,False,False,True
0.51,0.85,1.2,0.925,False,False,True
0.52,0.85,1.2,0.925,False,False,True
0.53,0.85,1.2,0.925,False,False,True
0.54,0.85,1.2,0.925,False,False,True
0.55,0.85,1.2,0.925,False,False,True
0.56,0.85,1.2,0.925,False,False,True
0.57,0.85,1.2,0.925,False,False,True
0.58,0.85,1.2,0.925,False,False,True
0.59,0.85,1.2,0.925,False,False,True
0.6,0.85,1.2,0.925,False,False,True
0.61,0.85,1.2,0.925,False,False,True
0.62,0.85,1.2,0.925,False,False,True
0.63,0.85,1.2,0.925,False,False,True
0.64,0.85,1.2,0.925,False,False,True
0.65,0.85,1.2,0.925,False,False,True
0.66,0.85,1.2,0.925,False,False,True
0.67,0.85,1.2,0.925,False,False,True
0.68,0.85,1.2,0.925,False,False,True
0.69,0.85,1.2,0.925,False,False,True
0.7,0.85,1.2,0.925,False,False,True
0.71,0.85,1.2,0.925,False,False,True
0.72,0.85,1.2,0.925,False,False,True
0.73,0.85,1.2,0.925,False,False,True
0.74,0.85,1.2,0.925,False,False,True
0.75,0.85,1.2,0.925,False,False,True
0.76,0.85,1.2,0.925,False,False,True
0.77,0.85,1.2,0.925,False,False,True
0.78,0.85,1.2,0.925,False,False,True
0.79,0.85,1.2,0.925,False,False,True
0.8,0.85,1.2,0.925,False,False,True
0.81,0.85,1.2,0.925,False,False,True
0.82,0.85,1.2,0.925,False,False,True
0.83,0.85,1.2,0.925,False,False,True
0.84,0.85,1.2,0.925,False,False,True
0.85,0.85,1.2,0.925,False,False,True
0.86,0.85,1.2,0.925,False,False,True
0.87,0.85,1.2,0.925,False,False,True
0.88,0.85,1.2,0.925,False,False,True
0.89,0.85,1.2,0.925,False,False,True
0.9,0.85,1.2,0.925,False,False,True
0.91,0.85,1.2,0.925,False,False,True
0.92,0.85,1.2,0.925,False,False,True
0.93,0.85,1.2,0.925,True,True,True
0.94,0.85,1.2,0.925,True,True,True
0.95,0.85,1.2,0.925,True,True,True
0.96,0.85,1.2,0.925,True,True,True
0.97,0.85,1.2,0.925,True,True,True
0.98,0.85,1.2,0.925,True,True,True
0.99,0.85,1.2,0.925,True,True,True
0.01,0.9,1.2,0.95,False,False,True
0.02,0.9,1.2,0.95,False,False,True
0.03,0.9,1.2,0.95,False,False,True
0.04,0.9,1.2,0.95,False,False,True
0.05,0.9,1.2,0.95,False,False,True
0.06,0.9,1.2,0.95,False,False,True
0.07,0.9,1.2,0.95,False,False,True
0.08,0.9,1.2,0.95,False,False,True
0.09,0.9,1.2,0.95,False,False,True
0.1,0.9,1.2,0.95,False,False,True
0.11,0.9,1.2,0.95,False,False,True
0.12,0.9,1.2,0.95,False,False,True
0.13,0.9,1.2,0.95,False,False,True
0.14,0.9,1.2,0.95,False,False,True
0.15,0.9,1.2,0.95,False,False,True
0.16,0.9,1.2,0.95,False,False,True
0.17,0.9,1.2,0.95,False,False,True
0.18,0.9,1.2,0.95,False,False,True
0.19,0.9,1.2,0.95,False,False,True
0.2,0.9,1.2,0.95,False,False,True
0.21,0.9,1.2,0.95,False,False,True
0.22,0.9,1.2,0.95,False,False,True
0.23,0.9,1.2,0.95,False,False,True
0.24,0.9,1.2,0.95,False,False,True
0.25,0.9,1.2,0.95,False,False,True
0.26,0.9,1.2,0.95,False,False,True
0.27,0.9,1.2,0.95,False,False,True
0.28,0.9,1.2,0.95,False,False,True
0.29,0.9,1.2,0.95,False,False,True
0.3,0.9,1.2,0.95,False,False,True
0.31,0.9,1.2,0.95,False,False,True
0.32,0.9,1.2,0.95,False,False,True
0.33,0.9,1.2,0.95,False,False,True
0.34,0.9,1.2,0.95,False,False,True
0.35,0.9,1.2,0.95,False,False,True
0.36,0.9,1.2,0.95,False,False,True
0.37,0.9,1.2,0.95,False,False,True
0.38,0.9,1.2,0.95,False,False,True
0.39,0.9,1.2,0.95,False,False,True
0.4,0.9,1.2,0.95,False,False,True
0.41,0.9,1.2,0.95,False,False,True
0.42,0.9,1.2,0.95,False,False,True
0.43,0.9,1.2,0.95,False,False,True
0.44,0.9,1.2,0.95,False,False,True
0.45,0.9,1.2,0.95,False,False,True
0.46,0.9,1.2,0.95,False,False,True
0.47,0.9,1.2,0.95,False,False,True
0.48,0.9,1.2,0.95,False,False,True
0.49,0.9,1.2,0.95,False,False,True
0.5,0.9,1.2,0.95,False,False,True
0.51,0.9,1.2,0.95,False,False,True
0.52,0.9,1.2,0.95,False,False,True
0.53,0.9,1.2,0.95,False,False,True
0.54,0.9,1.2,0.95,False,False,True
0.55,0.9,1.2,0.95,False,False,True
0.56,0.9,1.2,0.95,False,False,True
0.57,0.9,1.2,0.95,False,False,True
0.58,0.9,1.2,0.95,False,False,True
0.59,0.9,1.2,0.95,False,False,True
0.6,0.9,1.2,0.95,False,False,True
0.61,0.9,1.2,0.95,False,False,True
0.62,0.9,1.2,0.95,False,False,True
0.63,0.9,1.2,0.95,False,False,True
0.64,0.9,1.2,0.95,False,False,True
0.65,0.9,1.2,0.95,False,False,True
0.66,0.9,1.2,0.95,False,False,True
0.67,0.9,1.2,0.95,False,False,True
0.68,0.9,1.2,0.95,False,False,True
0.69,0.9,1.2,0.95,False,False,True
0.7,0.9,1.2,0.95,False,False,True
0.71,0.9,1.2,0.95,False,False,True
0.72,0.9,1.2,0.95,False,False,True
0.73,0.9,1.2,0.95,False,False,True
0.74,0.9,1.2,0.95,False,False,True
0.75,0.9,1.2,0.95,False,False,True
0.76,0.9,1.2,0.95,False,False,True
0.77,0.9,1.2,0.95,False,False,True
0.78,0.9,1.2,0.95,False,False,True
0.79,0.9,1.2,0.95,False,False,True
0.8,0.9,1.2,0.95,False,False,True
0.81,0.9,1.2,0.95,False,False,True
0.82,0.9,1.2,0.95,False,False,True
0.83,0.9,1.2,0.95,False,False,True
0.84,0.9,1.2,0.95,False,False,True
0.85,0.9,1.2,0.95,False,False,True
0.86,0.9,1.2,0.95,False,False,True
0.87,0.9,1.2,0.95,False,False,True
0.88,0.9,1.2,0.95,False,False,True
0.89,0.9,1.2,0.95,False,False,True
0.9,0.9,1.2,0.95,False,False,True
0.91,0.9,1.2,0.95,False,False,True
0.92,0.9,1.2,0.95,False,False,True
0.93,0.9,1.2,0.95,False,False,True
0.94,0.9,1.2,0.95,False,False,True
0.95,0.9,1.2,0.95,True,True,True
0.96,0.9,1.2,0.95,True,True,True
0.97,0.9,1.2,0.95,True,True,True
0.98,0.9,1.2,0.95,True,True,True
0.99,0.9,1.2,0.95,True,True,True
0.01,0.95,1.2,0.975,False,False,True
0.02,0.95,1.2,0.975,False,False,True
0.03,0.95,1.2,0.975,False,False,True
0.04,0.95,1.2,0.975,False,False,True
0.05,0.95,1.2,0.975,False,False,True
0.06,0.95,1.2,0.975,False,False,True
0.07,0.95,1.2,0.975,False,False,True
0.08,0.95,1.2,0.975,False,False,True
0.09,0.95,1.2,0.975,False,False,True
0.1,0.95,1.2,0.975,False,False,True
0.11,0.95,1.2,0.975,False,False,True
0.12,0.95,1.2,0.975,False,False,True
0.13,0.95,1.2,0.975,False,False,True
0.14,0.95,1.2,0.975,False,False,True
0.15,0.95,1.2,0.975,False,False,True
0.16,0.95,1.2,0.975,False,False,True
0.17,0.95,1.2,0.975,False,False,True
0.18,0.95,1.2,0.975,False,False,True
0.19,0.95,1.2,0.975,False,False,True
